date,count
2016-06-15,56
2016-08-02,56
2016-05-21,56
2016-08-22,55
2016-09-14,55
2016-07-28,55
2016-06-08,54
2016-05-08,54
2016-06-17,54
2016-09-02,54
2016-05-15,53
2016-07-29,53
2016-08-26,52
2016-05-23,52
2016-07-15,52
2016-06-01,52
2016-08-16,52
2016-08-03,51
2016-06-09,51
2016-07-19,51
2016-07-23,50
2016-06-21,50
2016-06-10,50
2016-05-14,49
2016-08-23,49
2016-06-16,49
2016-06-14,49
2016-08-04,48
2016-08-18,48
2016-09-01,48
2016-06-18,48
2016-07-27,48
2016-07-20,48
2016-08-17,47
2016-09-16,47
2016-06-02,47
2016-05-22,47
2016-08-09,46
2016-09-06,46
2016-07-06,46
2016-05-25,45
2016-07-22,45
2016-08-30,44
2016-07-14,44
2016-06-23,44
2016-07-13,44
2016-06-13,44
2016-08-01,44
2016-07-18,44
2016-09-12,44
2016-06-30,43
2016-08-15,43
2016-08-29,43
2016-06-28,43
2016-07-12,43
2016-05-28,42
2016-08-31,42
2016-07-08,42
2012-07-04,42
2016-09-11,41
2016-07-01,41
2016-07-26,41
2016-08-25,41
2016-09-13,41
2016-09-03,41
2016-09-17,41
2016-08-08,40
2016-06-20,40
2016-08-19,40
2016-06-06,40
2016-07-21,40
2016-08-24,39
2016-07-30,39
2016-09-07,39
2016-09-19,39
2016-08-11,38
2016-06-12,38
2016-07-25,38
2016-08-10,38
2016-07-09,38
2016-07-24,37
2016-06-29,37
2016-06-04,37
2016-06-22,37
2016-09-10,36
2016-06-11,36
2016-09-20,36
2016-07-31,36
2016-09-21,36
2016-09-15,36
2016-08-12,35
2016-06-27,35
2016-09-08,34
2016-07-10,34
2016-05-29,33
2016-07-07,33
2012-07-02,32
2016-07-11,32
2016-06-25,31
2016-05-30,31
2016-08-27,30
2016-07-03,30
2016-08-07,29
2016-07-16,29
2016-08-28,29
2016-09-18,28
2016-08-21,28
2016-06-07,28
2016-09-04,28
2016-06-05,28
2016-08-14,27
2016-08-20,26
2016-06-19,26
2016-07-02,25
2016-09-23,24
2016-09-22,22
2016-09-05,22
2016-06-26,22
2016-08-13,21
2016-09-29,16
2016-07-04,16
2016-09-30,15
2016-07-17,15
2016-09-24,15
2016-09-25,12
2016-09-26,12
2016-09-27,10
2016-09-28,7
2016-10-01,5
2016-10-03,1
